Video File,Time (seconds),Time spent in Behavior (seconds),Location,Gradient Index Score,Behavior,Classification,What insect,Bee ID ,Frame Index,Comments
04292022_110_C4_1,5835.863,0.1,Carondelet,54.085,anther contact,Urban,Apis mellifera,no ID 9,174902,
04292022_110_C4_1,5835.963,,Carondelet,54.085,anther contact,Urban,Apis mellifera,no ID 9,174905,
04292022_110_C4_1,5833.494,2.336,Carondelet,54.085,head frontal PER,Urban,Apis mellifera,no ID 9,174831,
04292022_110_C4_1,5835.83,,Carondelet,54.085,head frontal PER,Urban,Apis mellifera,no ID 9,174901,
04292022_110_C4_1,5833.494,2.536,Carondelet,54.085,land,Urban,Apis mellifera,no ID 9,174831,
04292022_110_C4_1,5836.03,,Carondelet,54.085,leave,Urban,Apis mellifera,no ID 9,174907,
04292022_118_C3_1,3640.337,0.4,Carondelet,54.085,anther contact,Urban,Apis mellifera,349,109102,
04292022_118_C3_1,3640.737,,Carondelet,54.085,anther contact,Urban,Apis mellifera,349,109114,
04292022_118_C3_1,3642.706,0.167,Carondelet,54.085,anther contact,Urban,Apis mellifera,349,109173,
04292022_118_C3_1,3642.873,,Carondelet,54.085,anther contact,Urban,Apis mellifera,349,109178,
04292022_118_C3_1,3640.337,2.536,Carondelet,54.085,land,Urban,Apis mellifera,349,109102,
04292022_118_C3_1,3642.873,,Carondelet,54.085,leave,Urban,Apis mellifera,349,109178,
04292022_189_C2_1,1707.973,0.467,Florissant,38.898,anther contact,Suburban,Apis mellifera,365,51189,
04292022_189_C2_1,1708.44,,Florissant,38.898,anther contact,Suburban,Apis mellifera,365,51203,
04292022_189_C2_1,1714.58,1.701,Florissant,38.898,anther contact,Suburban,Apis mellifera,365,51387,
04292022_189_C2_1,1716.281,,Florissant,38.898,anther contact,Suburban,Apis mellifera,365,51438,
04292022_189_C2_1,1718.817,0.567,Florissant,38.898,anther contact,Suburban,Apis mellifera,365,51514,
04292022_189_C2_1,1719.384,,Florissant,38.898,anther contact,Suburban,Apis mellifera,365,51531,
04292022_189_C2_1,1708.44,6.14,Florissant,38.898,head frontal PER,Suburban,Apis mellifera,365,51203,
04292022_189_C2_1,1714.58,,Florissant,38.898,head frontal PER,Suburban,Apis mellifera,365,51387,
04292022_189_C2_1,1706.538,14.281,Florissant,38.898,land,Suburban,Apis mellifera,365,51146,
04292022_189_C2_1,1720.819,,Florissant,38.898,leave,Suburban,Apis mellifera,365,51574,
04292022_189_C2_1,3709.806,1.168,Florissant,38.898,anther contact,Suburban,Apis mellifera,366,111184,
04292022_189_C2_1,3710.974,,Florissant,38.898,anther contact,Suburban,Apis mellifera,366,111219,
04292022_189_C2_1,3719.216,2.402,Florissant,38.898,anther contact,Suburban,Apis mellifera,366,111466,
04292022_189_C2_1,3721.618,,Florissant,38.898,anther contact,Suburban,Apis mellifera,366,111538,
04292022_189_C2_1,3722.953,6.473,Florissant,38.898,anther contact,Suburban,Apis mellifera,366,111578,
04292022_189_C2_1,3729.426,,Florissant,38.898,anther contact,Suburban,Apis mellifera,366,111772,
04292022_189_C2_1,3731.628,2.469,Florissant,38.898,anther contact,Suburban,Apis mellifera,366,111838,
04292022_189_C2_1,3734.097,,Florissant,38.898,anther contact,Suburban,Apis mellifera,366,111912,
04292022_189_C2_1,3739.769,1.469,Florissant,38.898,anther contact,Suburban,Apis mellifera,366,112082,
04292022_189_C2_1,3741.238,,Florissant,38.898,anther contact,Suburban,Apis mellifera,366,112126,
04292022_189_C2_1,3710.974,8.242,Florissant,38.898,head frontal PER,Suburban,Apis mellifera,366,111219,
04292022_189_C2_1,3719.216,,Florissant,38.898,head frontal PER,Suburban,Apis mellifera,366,111466,
04292022_189_C2_1,3734.097,5.672,Florissant,38.898,head side PER,Suburban,Apis mellifera,366,111912,
04292022_189_C2_1,3739.769,,Florissant,38.898,head side PER,Suburban,Apis mellifera,366,112082,
04292022_189_C2_1,3708.872,36.136,Florissant,38.898,land,Suburban,Apis mellifera,366,111156,
04292022_189_C2_1,3745.008,,Florissant,38.898,leave,Suburban,Apis mellifera,366,112239,
04292022_189_C2_1,3721.618,1.335,Florissant,38.898,unclear,Suburban,Apis mellifera,366,111538,
04292022_189_C2_1,3722.953,,Florissant,38.898,unclear,Suburban,Apis mellifera,366,111578,
04302022_230_C8_1,341.174,0.3,COLA,26.266,anther contact,Exurban,Apis mellifera,368,10226,
04302022_230_C8_1,341.474,,COLA,26.266,anther contact,Exurban,Apis mellifera,368,10235,
04302022_230_C8_1,342.175,0.167,COLA,26.266,anther contact,Exurban,Apis mellifera,368,10256,
04302022_230_C8_1,342.342,,COLA,26.266,anther contact,Exurban,Apis mellifera,368,10261,
04302022_230_C8_1,341.474,0.701,COLA,26.266,head frontal PER,Exurban,Apis mellifera,368,10235,
04302022_230_C8_1,342.175,,COLA,26.266,head frontal PER,Exurban,Apis mellifera,368,10256,
04302022_230_C8_1,341.041,1.301,COLA,26.266,land,Exurban,Apis mellifera,368,10222,
04302022_230_C8_1,342.342,,COLA,26.266,leave,Exurban,Apis mellifera,368,10261,
04302022_230_C8_1,4876.138,0.767,COLA,26.266,anther contact,Exurban,Apis mellifera,372,146139,
04302022_230_C8_1,4876.905,,COLA,26.266,anther contact,Exurban,Apis mellifera,372,146162,
04302022_230_C8_1,4879.742,2.168,COLA,26.266,anther contact,Exurban,Apis mellifera,372,146247,
04302022_230_C8_1,4881.91,,COLA,26.266,anther contact,Exurban,Apis mellifera,372,146312,
04302022_230_C8_1,4876.905,2.837,COLA,26.266,head frontal PER,Exurban,Apis mellifera,372,146162,
04302022_230_C8_1,4879.742,,COLA,26.266,head frontal PER,Exurban,Apis mellifera,372,146247,
04302022_230_C8_1,4876.138,5.772,COLA,26.266,land,Exurban,Apis mellifera,372,146139,
04302022_230_C8_1,4881.91,,COLA,26.266,leave,Exurban,Apis mellifera,372,146312,
04302022_230_C8_1,5190.952,0.568,COLA,26.266,anther contact,Exurban,Apis mellifera,373,155574,
04302022_230_C8_1,5191.52,,COLA,26.266,anther contact,Exurban,Apis mellifera,373,155591,
04302022_230_C8_1,5190.952,2.636,COLA,26.266,land,Exurban,Apis mellifera,373,155574,
04302022_230_C8_1,5193.588,,COLA,26.266,leave,Exurban,Apis mellifera,373,155653,
04302022_230_C8_1,5191.52,1.134,COLA,26.266,scraping,Exurban,Apis mellifera,373,155591,
04302022_230_C8_1,5192.654,,COLA,26.266,scraping,Exurban,Apis mellifera,373,155625,
04302022_230_C8_1,5192.654,0.934,COLA,26.266,unclear,Exurban,Apis mellifera,373,155625,
04302022_230_C8_1,5193.588,,COLA,26.266,unclear,Exurban,Apis mellifera,373,155653,
05042022_252_C5_1,111.278,2.235,Rustic Roots,16.489,anther contact,Exurban,Apis mellifera,377,3336,
05042022_252_C5_1,113.513,,Rustic Roots,16.489,anther contact,Exurban,Apis mellifera,377,3403,
05042022_252_C5_1,114.381,0.1,Rustic Roots,16.489,anther contact,Exurban,Apis mellifera,377,3429,
05042022_252_C5_1,114.481,,Rustic Roots,16.489,anther contact,Exurban,Apis mellifera,377,3432,
05042022_252_C5_1,122.656,0.5,Rustic Roots,16.489,anther contact,Exurban,Apis mellifera,377,3677,
05042022_252_C5_1,123.156,,Rustic Roots,16.489,anther contact,Exurban,Apis mellifera,377,3692,
05042022_252_C5_1,107.841,19.453,Rustic Roots,16.489,land,Exurban,Apis mellifera,377,3233,
05042022_252_C5_1,127.294,,Rustic Roots,16.489,leave,Exurban,Apis mellifera,377,3816,
05042022_252_C5_1,114.481,0.367,Rustic Roots,16.489,rubbing face,Exurban,Apis mellifera,377,3432,
05042022_252_C5_1,114.848,,Rustic Roots,16.489,rubbing face,Exurban,Apis mellifera,377,3443,
05042022_252_C5_1,114.848,3.771,Rustic Roots,16.489,scraping,Exurban,Apis mellifera,377,3443,
05042022_252_C5_1,118.619,,Rustic Roots,16.489,scraping,Exurban,Apis mellifera,377,3556,
05042022_252_C5_1,123.156,4.071,Rustic Roots,16.489,scraping,Exurban,Apis mellifera,377,3692,
05042022_252_C5_1,127.227,,Rustic Roots,16.489,scraping,Exurban,Apis mellifera,377,3814,
05042022_252_C5_1,107.841,3.437,Rustic Roots,16.489,unclear,Exurban,Apis mellifera,377,3233,
05042022_252_C5_1,111.278,,Rustic Roots,16.489,unclear,Exurban,Apis mellifera,377,3336,
05042022_252_C5_1,118.619,1.301,Rustic Roots,16.489,unclear,Exurban,Apis mellifera,377,3556,
05042022_252_C5_1,119.92,,Rustic Roots,16.489,unclear,Exurban,Apis mellifera,377,3595,
05042022_252_C5_1,433.767,0.066,Rustic Roots,16.489,anther contact,Exurban,Apis mellifera,378,13001,
05042022_252_C5_1,433.833,,Rustic Roots,16.489,anther contact,Exurban,Apis mellifera,378,13003,
05042022_252_C5_1,436.403,0.1,Rustic Roots,16.489,anther contact,Exurban,Apis mellifera,378,13080,
05042022_252_C5_1,436.503,,Rustic Roots,16.489,anther contact,Exurban,Apis mellifera,378,13083,
05042022_252_C5_1,433.767,2.736,Rustic Roots,16.489,land,Exurban,Apis mellifera,378,13001,
05042022_252_C5_1,436.503,,Rustic Roots,16.489,leave,Exurban,Apis mellifera,378,13083,
05042022_252_C5_1,436.236,0.167,Rustic Roots,16.489,rubbing body,Exurban,Apis mellifera,378,13075,
05042022_252_C5_1,436.403,,Rustic Roots,16.489,rubbing body,Exurban,Apis mellifera,378,13080,
05042022_252_C5_1,433.833,2.403,Rustic Roots,16.489,scraping,Exurban,Apis mellifera,378,13003,
05042022_252_C5_1,436.236,,Rustic Roots,16.489,scraping,Exurban,Apis mellifera,378,13075,
05042022_82_C8_1,259.693,1.101,Virginia,64.959,anther contact,Urban,Apis mellifera,383,7784,
05042022_82_C8_1,260.794,,Virginia,64.959,anther contact,Urban,Apis mellifera,383,7817,
05042022_82_C8_1,265.098,0.901,Virginia,64.959,anther contact,Urban,Apis mellifera,383,7946,
05042022_82_C8_1,265.999,,Virginia,64.959,anther contact,Urban,Apis mellifera,383,7973,
05042022_82_C8_1,266.9,1.134,Virginia,64.959,anther contact,Urban,Apis mellifera,383,8000,
05042022_82_C8_1,268.034,,Virginia,64.959,anther contact,Urban,Apis mellifera,383,8034,
05042022_82_C8_1,274.941,1.001,Virginia,64.959,anther contact,Urban,Apis mellifera,383,8241,
05042022_82_C8_1,275.942,,Virginia,64.959,anther contact,Urban,Apis mellifera,383,8271,
05042022_82_C8_1,282.249,0.667,Virginia,64.959,anther contact,Urban,Apis mellifera,383,8460,
05042022_82_C8_1,282.916,,Virginia,64.959,anther contact,Urban,Apis mellifera,383,8480,
05042022_82_C8_1,283.016,0.601,Virginia,64.959,anther contact,Urban,Apis mellifera,383,8483,
05042022_82_C8_1,283.617,,Virginia,64.959,anther contact,Urban,Apis mellifera,383,8501,
05042022_82_C8_1,260.794,4.304,Virginia,64.959,head frontal PER,Urban,Apis mellifera,383,7817,
05042022_82_C8_1,265.098,,Virginia,64.959,head frontal PER,Urban,Apis mellifera,383,7946,
05042022_82_C8_1,268.034,6.907,Virginia,64.959,head frontal PER,Urban,Apis mellifera,383,8034,
05042022_82_C8_1,274.941,,Virginia,64.959,head frontal PER,Urban,Apis mellifera,383,8241,
05042022_82_C8_1,275.942,6.307,Virginia,64.959,head frontal PER,Urban,Apis mellifera,383,8271,
05042022_82_C8_1,282.249,,Virginia,64.959,head frontal PER,Urban,Apis mellifera,383,8460,
05042022_82_C8_1,259.693,34.468,Virginia,64.959,land,Urban,Apis mellifera,383,7784,
05042022_82_C8_1,294.161,,Virginia,64.959,leave,Urban,Apis mellifera,383,8817,
05042022_82_C8_1,282.916,0.1,Virginia,64.959,tapping,Urban,Apis mellifera,383,8480,
05042022_82_C8_1,283.016,,Virginia,64.959,tapping,Urban,Apis mellifera,383,8483,
05042022_82_C8_1,284.885,9.276,Virginia,64.959,unclear,Urban,Apis mellifera,383,8539,
05042022_82_C8_1,294.161,,Virginia,64.959,unclear,Urban,Apis mellifera,383,8817,
05042022_82_C8_1,652.519,1.901,Virginia,64.959,anther contact,Urban,Apis mellifera,384,19557,
05042022_82_C8_1,654.42,,Virginia,64.959,anther contact,Urban,Apis mellifera,384,19614,
05042022_82_C8_1,660.093,1.034,Virginia,64.959,anther contact,Urban,Apis mellifera,384,19784,
05042022_82_C8_1,661.127,,Virginia,64.959,anther contact,Urban,Apis mellifera,384,19815,
05042022_82_C8_1,662.295,0.1,Virginia,64.959,anther contact,Urban,Apis mellifera,384,19850,
05042022_82_C8_1,662.395,,Virginia,64.959,anther contact,Urban,Apis mellifera,384,19853,
05042022_82_C8_1,654.42,5.673,Virginia,64.959,head frontal PER,Urban,Apis mellifera,384,19614,
05042022_82_C8_1,660.093,,Virginia,64.959,head frontal PER,Urban,Apis mellifera,384,19784,
05042022_82_C8_1,652.519,9.876,Virginia,64.959,land,Urban,Apis mellifera,384,19557,
05042022_82_C8_1,662.395,,Virginia,64.959,leave,Urban,Apis mellifera,384,19853,
05042022_82_C8_1,661.127,1.168,Virginia,64.959,scraping,Urban,Apis mellifera,384,19815,
05042022_82_C8_1,662.295,,Virginia,64.959,scraping,Urban,Apis mellifera,384,19850,
05042022_82_C8_1,1279.345,10.544,Virginia,64.959,land,Urban,Apis mellifera,385,38343,
05042022_82_C8_1,1289.889,,Virginia,64.959,leave,Urban,Apis mellifera,385,38659,
05042022_82_C8_1,1279.345,10.51,Virginia,64.959,unclear,Urban,Apis mellifera,385,38343,
05042022_82_C8_1,1289.855,,Virginia,64.959,unclear,Urban,Apis mellifera,385,38658,
05042022_82_C8_1,1332.898,0.634,Virginia,64.959,anther contact,Urban,Apis mellifera,386,39948,
05042022_82_C8_1,1333.532,,Virginia,64.959,anther contact,Urban,Apis mellifera,386,39967,
05042022_82_C8_1,1343.008,1.635,Virginia,64.959,anther contact,Urban,Apis mellifera,386,40251,
05042022_82_C8_1,1344.643,,Virginia,64.959,anther contact,Urban,Apis mellifera,386,40300,
05042022_82_C8_1,1354.153,1.601,Virginia,64.959,anther contact,Urban,Apis mellifera,386,40585,
05042022_82_C8_1,1355.754,,Virginia,64.959,anther contact,Urban,Apis mellifera,386,40633,
05042022_82_C8_1,1333.532,0.134,Virginia,64.959,head frontal PER,Urban,Apis mellifera,386,39967,
05042022_82_C8_1,1333.666,,Virginia,64.959,head frontal PER,Urban,Apis mellifera,386,39971,
05042022_82_C8_1,1335.935,2.903,Virginia,64.959,head frontal PER,Urban,Apis mellifera,386,40039,
05042022_82_C8_1,1338.838,,Virginia,64.959,head frontal PER,Urban,Apis mellifera,386,40126,
05042022_82_C8_1,1338.971,4.037,Virginia,64.959,head frontal PER,Urban,Apis mellifera,386,40130,
05042022_82_C8_1,1343.008,,Virginia,64.959,head frontal PER,Urban,Apis mellifera,386,40251,
05042022_82_C8_1,1346.478,7.675,Virginia,64.959,head side PER,Urban,Apis mellifera,386,40355,
05042022_82_C8_1,1354.153,,Virginia,64.959,head side PER,Urban,Apis mellifera,386,40585,
05042022_82_C8_1,1332.898,23.724,Virginia,64.959,land,Urban,Apis mellifera,386,39948,
05042022_82_C8_1,1356.622,,Virginia,64.959,leave,Urban,Apis mellifera,386,40659,
05042022_82_C8_1,1333.666,2.269,Virginia,64.959,pollinator combo,Urban,Apis mellifera,386,39971,
05042022_82_C8_1,1335.935,,Virginia,64.959,pollinator combo,Urban,Apis mellifera,386,40039,
05042022_82_C8_1,1338.838,0.133,Virginia,64.959,pollinator combo,Urban,Apis mellifera,386,40126,
05042022_82_C8_1,1338.971,,Virginia,64.959,pollinator combo,Urban,Apis mellifera,386,40130,
05042022_82_C8_1,1279.345,10.51,Virginia,64.959,unclear,Urban,Apis mellifera,386,38343,
05042022_82_C8_1,1289.855,,Virginia,64.959,unclear,Urban,Apis mellifera,386,38658,
05042022_82_C8_1,1523.155,0.334,Virginia,64.959,anther contact,Urban,Apis mellifera,387,45650,
05042022_82_C8_1,1523.489,,Virginia,64.959,anther contact,Urban,Apis mellifera,387,45660,
05042022_82_C8_1,1528.06,1.201,Virginia,64.959,anther contact,Urban,Apis mellifera,387,45797,
05042022_82_C8_1,1529.261,,Virginia,64.959,anther contact,Urban,Apis mellifera,387,45833,
05042022_82_C8_1,1523.489,4.571,Virginia,64.959,head side PER,Urban,Apis mellifera,387,45660,
05042022_82_C8_1,1528.06,,Virginia,64.959,head side PER,Urban,Apis mellifera,387,45797,
05042022_82_C8_1,1523.155,6.74,Virginia,64.959,land,Urban,Apis mellifera,387,45650,
05042022_82_C8_1,1529.895,,Virginia,64.959,leave,Urban,Apis mellifera,387,45852,
05042022_82_C8_1,5572.734,1.268,Virginia,64.959,anther contact,Urban,Apis mellifera,388,167016,
05042022_82_C8_1,5574.002,,Virginia,64.959,anther contact,Urban,Apis mellifera,388,167054,
05042022_82_C8_1,5574.469,0.167,Virginia,64.959,anther contact,Urban,Apis mellifera,388,167068,
05042022_82_C8_1,5574.636,,Virginia,64.959,anther contact,Urban,Apis mellifera,388,167073,
05042022_82_C8_1,5602.797,1.468,Virginia,64.959,anther contact,Urban,Apis mellifera,388,167917,
05042022_82_C8_1,5604.265,,Virginia,64.959,anther contact,Urban,Apis mellifera,388,167961,
05042022_82_C8_1,5605.867,0.567,Virginia,64.959,anther contact,Urban,Apis mellifera,388,168009,
05042022_82_C8_1,5606.434,,Virginia,64.959,anther contact,Urban,Apis mellifera,388,168026,
05042022_82_C8_1,5611.372,0.668,Virginia,64.959,anther contact,Urban,Apis mellifera,388,168174,
05042022_82_C8_1,5612.04,,Virginia,64.959,anther contact,Urban,Apis mellifera,388,168194,
05042022_82_C8_1,5628.089,3.303,Virginia,64.959,anther contact,Urban,Apis mellifera,388,168675,
05042022_82_C8_1,5631.392,,Virginia,64.959,anther contact,Urban,Apis mellifera,388,168774,
05042022_82_C8_1,5633.194,4.571,Virginia,64.959,anther contact,Urban,Apis mellifera,388,168828,
05042022_82_C8_1,5637.765,,Virginia,64.959,anther contact,Urban,Apis mellifera,388,168965,
05042022_82_C8_1,5656.985,1.301,Virginia,64.959,anther contact,Urban,Apis mellifera,388,169541,
05042022_82_C8_1,5658.286,,Virginia,64.959,anther contact,Urban,Apis mellifera,388,169580,
05042022_82_C8_1,5660.255,1.902,Virginia,64.959,anther contact,Urban,Apis mellifera,388,169639,
05042022_82_C8_1,5662.157,,Virginia,64.959,anther contact,Urban,Apis mellifera,388,169696,
05042022_82_C8_1,5664.726,1.434,Virginia,64.959,anther contact,Urban,Apis mellifera,388,169773,
05042022_82_C8_1,5666.16,,Virginia,64.959,anther contact,Urban,Apis mellifera,388,169816,
05042022_82_C8_1,5561.222,11.512,Virginia,64.959,body side PER,Urban,Apis mellifera,388,166671,
05042022_82_C8_1,5572.734,,Virginia,64.959,body side PER,Urban,Apis mellifera,388,167016,
05042022_82_C8_1,5575.737,7.407,Virginia,64.959,body side PER,Urban,Apis mellifera,388,167106,
05042022_82_C8_1,5583.144,,Virginia,64.959,body side PER,Urban,Apis mellifera,388,167328,
05042022_82_C8_1,5589.017,13.313,Virginia,64.959,body side PER,Urban,Apis mellifera,388,167504,
05042022_82_C8_1,5602.33,,Virginia,64.959,body side PER,Urban,Apis mellifera,388,167903,
05042022_82_C8_1,5619.614,7.007,Virginia,64.959,body side PER,Urban,Apis mellifera,388,168421,
05042022_82_C8_1,5626.621,,Virginia,64.959,body side PER,Urban,Apis mellifera,388,168631,
05042022_82_C8_1,5654.782,1.469,Virginia,64.959,body side PER,Urban,Apis mellifera,388,169475,
05042022_82_C8_1,5656.251,,Virginia,64.959,body side PER,Urban,Apis mellifera,388,169519,
05042022_82_C8_1,5604.265,1.602,Virginia,64.959,head frontal PER,Urban,Apis mellifera,388,167961,
05042022_82_C8_1,5605.867,,Virginia,64.959,head frontal PER,Urban,Apis mellifera,388,168009,
05042022_82_C8_1,5631.259,1.935,Virginia,64.959,head frontal PER,Urban,Apis mellifera,388,168770,
05042022_82_C8_1,5633.194,,Virginia,64.959,head frontal PER,Urban,Apis mellifera,388,168828,
05042022_82_C8_1,5662.157,2.569,Virginia,64.959,head frontal PER,Urban,Apis mellifera,388,169696,
05042022_82_C8_1,5664.726,,Virginia,64.959,head frontal PER,Urban,Apis mellifera,388,169773,
05042022_82_C8_1,5606.434,4.938,Virginia,64.959,head side PER,Urban,Apis mellifera,388,168026,
05042022_82_C8_1,5611.372,,Virginia,64.959,head side PER,Urban,Apis mellifera,388,168174,
05042022_82_C8_1,5558.353,107.874,Virginia,64.959,land,Urban,Apis mellifera,388,166585,
05042022_82_C8_1,5666.227,,Virginia,64.959,leave,Urban,Apis mellifera,388,169818,
05042022_82_C8_1,5613.341,4.972,Virginia,64.959,unclear,Urban,Apis mellifera,388,168233,
05042022_82_C8_1,5618.313,,Virginia,64.959,unclear,Urban,Apis mellifera,388,168382,
05042022_82_C8_1,5639.367,2.77,Virginia,64.959,unclear,Urban,Apis mellifera,388,169013,
05042022_82_C8_1,5642.137,,Virginia,64.959,unclear,Urban,Apis mellifera,388,169096,
05042022_82_C8_1,5650.145,2.402,Virginia,64.959,unclear,Urban,Apis mellifera,388,169336,
05042022_82_C8_1,5652.547,,Virginia,64.959,unclear,Urban,Apis mellifera,388,169408,
03252022_11_C3_2,1968.633,2.236,SLU,65.183,anther contact,Urban,Apis mellifera,2,59001,
03252022_11_C3_2,1970.869,,SLU,65.183,anther contact,Urban,Apis mellifera,2,59068,
03252022_11_C3_2,1983.482,0.4,SLU,65.183,anther contact,Urban,Apis mellifera,2,59446,
03252022_11_C3_2,1983.882,,SLU,65.183,anther contact,Urban,Apis mellifera,2,59458,
03252022_11_C3_2,1965.63,19.92,SLU,65.183,land,Urban,Apis mellifera,2,58911,
03252022_11_C3_2,1985.55,,SLU,65.183,leave,Urban,Apis mellifera,2,59508,
03252022_11_C3_2,1983.181,0.301,SLU,65.183,scraping,Urban,Apis mellifera,2,59437,
03252022_11_C3_2,1983.482,,SLU,65.183,scraping,Urban,Apis mellifera,2,59446,
03252022_11_C3_2,1965.63,2.937,SLU,65.183,unclear,Urban,Apis mellifera,2,58911,
03252022_11_C3_2,1968.567,,SLU,65.183,unclear,Urban,Apis mellifera,2,58999,
03252022_11_C3_2,1970.902,12.279,SLU,65.183,unclear,Urban,Apis mellifera,2,59069,
03252022_11_C3_2,1983.181,,SLU,65.183,unclear,Urban,Apis mellifera,2,59437,
03252022_11_C3_2,1983.882,1.635,SLU,65.183,unclear,Urban,Apis mellifera,2,59458,
03252022_11_C3_2,1985.517,,SLU,65.183,unclear,Urban,Apis mellifera,2,59507,
03252022_12_C2_1,5689.05,0.601,SLU,65.183,anther contact,Urban,Apis mellifera,3,170502,
03252022_12_C2_1,5689.651,,SLU,65.183,anther contact,Urban,Apis mellifera,3,170520,
03252022_12_C2_1,5693.188,3.269,SLU,65.183,anther contact,Urban,Apis mellifera,3,170626,
03252022_12_C2_1,5696.457,,SLU,65.183,anther contact,Urban,Apis mellifera,3,170724,
03252022_12_C2_1,5697.392,0.433,SLU,65.183,anther contact,Urban,Apis mellifera,3,170752,
03252022_12_C2_1,5697.825,,SLU,65.183,anther contact,Urban,Apis mellifera,3,170765,
03252022_12_C2_1,5696.491,0.901,SLU,65.183,head frontal PER,Urban,Apis mellifera,3,170725,
03252022_12_C2_1,5697.392,,SLU,65.183,head frontal PER,Urban,Apis mellifera,3,170752,
03252022_12_C2_1,5688.85,9.009,SLU,65.183,land,Urban,Apis mellifera,3,170496,
03252022_12_C2_1,5697.859,,SLU,65.183,leave,Urban,Apis mellifera,3,170766,
03252022_12_C2_1,5689.651,3.537,SLU,65.183,scraping,Urban,Apis mellifera,3,170520,
03252022_12_C2_1,5693.188,,SLU,65.183,scraping,Urban,Apis mellifera,3,170626,
03252022_12_C2_2,572.439,0.867,SLU,65.183,anther contact,Urban,Apis mellifera,4,17157,
03252022_12_C2_2,573.306,,SLU,65.183,anther contact,Urban,Apis mellifera,4,17183,
03252022_12_C2_2,573.44,0.567,SLU,65.183,anther contact,Urban,Apis mellifera,4,17187,
03252022_12_C2_2,574.007,,SLU,65.183,anther contact,Urban,Apis mellifera,4,17204,
03252022_12_C2_2,572.439,1.601,SLU,65.183,land,Urban,Apis mellifera,4,17157,
03252022_12_C2_2,574.04,,SLU,65.183,leave,Urban,Apis mellifera,4,17205,
03252022_12_C2_2,573.306,0.134,SLU,65.183,rubbing body,Urban,Apis mellifera,4,17183,
03252022_12_C2_2,573.44,,SLU,65.183,rubbing body,Urban,Apis mellifera,4,17187,
03252022_12_C3_1,5779.741,1.902,SLU,65.183,anther contact,Urban,Apis mellifera,6,173220,behavior hard to tell because so far away and mostly behind petals
03252022_12_C3_1,5781.643,,SLU,65.183,anther contact,Urban,Apis mellifera,6,173277,behavior hard to tell because so far away and mostly behind petals
03252022_12_C3_1,5783.111,0.634,SLU,65.183,anther contact,Urban,Apis mellifera,6,173321,behavior hard to tell because so far away and mostly behind petals
03252022_12_C3_1,5783.745,,SLU,65.183,anther contact,Urban,Apis mellifera,6,173340,behavior hard to tell because so far away and mostly behind petals
03252022_12_C3_1,5770.999,16.216,SLU,65.183,land,Urban,Apis mellifera,6,172958,behavior hard to tell because so far away and mostly behind petals
03252022_12_C3_1,5787.215,,SLU,65.183,leave,Urban,Apis mellifera,6,173444,behavior hard to tell because so far away and mostly behind petals
03252022_12_C3_1,5773.868,1.135,SLU,65.183,scraping,Urban,Apis mellifera,6,173044,behavior hard to tell because so far away and mostly behind petals
03252022_12_C3_1,5775.003,,SLU,65.183,scraping,Urban,Apis mellifera,6,173078,behavior hard to tell because so far away and mostly behind petals
03252022_12_C3_1,5775.603,1.402,SLU,65.183,scraping,Urban,Apis mellifera,6,173096,behavior hard to tell because so far away and mostly behind petals
03252022_12_C3_1,5777.005,,SLU,65.183,scraping,Urban,Apis mellifera,6,173138,behavior hard to tell because so far away and mostly behind petals
03252022_12_C3_1,5777.705,2.036,SLU,65.183,scraping,Urban,Apis mellifera,6,173159,behavior hard to tell because so far away and mostly behind petals
03252022_12_C3_1,5779.741,,SLU,65.183,scraping,Urban,Apis mellifera,6,173220,behavior hard to tell because so far away and mostly behind petals
03252022_12_C3_1,5781.643,0.767,SLU,65.183,scraping,Urban,Apis mellifera,6,173277,behavior hard to tell because so far away and mostly behind petals
03252022_12_C3_1,5782.41,,SLU,65.183,scraping,Urban,Apis mellifera,6,173300,behavior hard to tell because so far away and mostly behind petals
03252022_12_C3_1,5771.032,2.836,SLU,65.183,unclear,Urban,Apis mellifera,6,172959,behavior hard to tell because so far away and mostly behind petals
03252022_12_C3_1,5773.868,,SLU,65.183,unclear,Urban,Apis mellifera,6,173044,behavior hard to tell because so far away and mostly behind petals
03252022_12_C3_1,5775.003,0.6,SLU,65.183,unclear,Urban,Apis mellifera,6,173078,behavior hard to tell because so far away and mostly behind petals
03252022_12_C3_1,5775.603,,SLU,65.183,unclear,Urban,Apis mellifera,6,173096,behavior hard to tell because so far away and mostly behind petals
03252022_12_C3_1,5783.745,3.403,SLU,65.183,unclear,Urban,Apis mellifera,6,173340,behavior hard to tell because so far away and mostly behind petals
03252022_12_C3_1,5787.148,,SLU,65.183,unclear,Urban,Apis mellifera,6,173442,behavior hard to tell because so far away and mostly behind petals
03252022_12_C3_2,348.582,1.935,SLU,65.183,anther contact,Urban,Apis mellifera,8,10448,behavior hard to tell because so far away and mostly behind petals
03252022_12_C3_2,350.517,,SLU,65.183,anther contact,Urban,Apis mellifera,8,10506,behavior hard to tell because so far away and mostly behind petals
03252022_12_C3_2,348.315,2.235,SLU,65.183,land,Urban,Apis mellifera,8,10440,behavior hard to tell because so far away and mostly behind petals
03252022_12_C3_2,350.55,,SLU,65.183,leave,Urban,Apis mellifera,8,10507,behavior hard to tell because so far away and mostly behind petals
