Video File,Time (seconds),Time spent in Behavior (seconds),Location,Gradient Index Score,Behavior,Classification,What insect,Bee ID ,Frame Index,Comments
04042022_164_C8_1,866.666,0.233,Kellogg,57.649,anther contact,Suburban,Andrena,79,25975,
04042022_164_C8_1,866.899,,Kellogg,57.649,anther contact,Suburban,Andrena,79,25982,
04042022_164_C8_1,868.301,0.367,Kellogg,57.649,body side PER,Suburban,Andrena,79,26024,
04042022_164_C8_1,868.668,,Kellogg,57.649,body side PER,Suburban,Andrena,79,26035,
04042022_164_C8_1,862.929,6.706,Kellogg,57.649,land,Suburban,Andrena,79,25863,listed as solitary bee
04042022_164_C8_1,869.635,,Kellogg,57.649,leave,Suburban,Andrena,79,26064,
04052022_E87_C6_1,5155.05,0.968,EarthDance,22.573,anther contact,Exurban,Andrena,101,154498,"labled as honey bee but believe it is ""Andrena or Halictus"
04052022_E87_C6_1,5156.018,,EarthDance,22.573,anther contact,Exurban,Andrena,101,154527,"labled as honey bee but believe it is ""Andrena or Halictus"
04052022_E87_C6_1,5156.451,0.067,EarthDance,22.573,anther contact,Exurban,Andrena,101,154540,"labled as honey bee but believe it is ""Andrena or Halictus"
04052022_E87_C6_1,5156.518,,EarthDance,22.573,anther contact,Exurban,Andrena,101,154542,"labled as honey bee but believe it is ""Andrena or Halictus"
04052022_E87_C6_1,5156.018,0.433,EarthDance,22.573,body side PER,Exurban,Andrena,101,154527,"labled as honey bee but believe it is ""Andrena or Halictus"
04052022_E87_C6_1,5156.451,,EarthDance,22.573,body side PER,Exurban,Andrena,101,154540,"labled as honey bee but believe it is ""Andrena or Halictus"
04052022_E87_C6_1,5155.05,1.501,EarthDance,22.573,land,Exurban,Andrena,101,154498,"labled as honey bee but believe it is ""Andrena or Halictus"
04052022_E87_C6_1,5156.551,,EarthDance,22.573,leave,Exurban,Andrena,101,154543,"labled as honey bee but believe it is ""Andrena or Halictus"
04102022_12_C2_3,3831.161,0.367,COLA,26.266,anther contact,Exurban,Andrena,114,114821,
04102022_12_C2_2,3831.528,,COLA,26.266,anther contact,Exurban,Andrena,114,114832,
04102022_12_C2_2,3844.741,1.535,COLA,26.266,anther contact,Exurban,Andrena,114,115228,
04102022_12_C2_2,3846.276,,COLA,26.266,anther contact,Exurban,Andrena,114,115274,
04102022_12_C2_2,3857.921,2.402,COLA,26.266,anther contact,Exurban,Andrena,114,115623,
04102022_12_C2_2,3860.323,,COLA,26.266,anther contact,Exurban,Andrena,114,115695,
04102022_12_C2_2,3868.264,1.535,COLA,26.266,anther contact,Exurban,Andrena,114,115933,
04102022_12_C2_2,3869.799,,COLA,26.266,anther contact,Exurban,Andrena,114,115979,
04102022_12_C2_2,3902.098,1.702,COLA,26.266,anther contact,Exurban,Andrena,114,116947,
04102022_12_C2_2,3903.8,,COLA,26.266,anther contact,Exurban,Andrena,114,116998,
04102022_12_C2_2,3831.528,4.304,COLA,26.266,head frontal PER,Exurban,Andrena,114,114832,
04102022_12_C2_2,3835.832,,COLA,26.266,head frontal PER,Exurban,Andrena,114,114961,
04102022_12_C2_2,3846.276,11.645,COLA,26.266,head frontal PER,Exurban,Andrena,114,115274,
04102022_12_C2_2,3857.921,,COLA,26.266,head frontal PER,Exurban,Andrena,114,115623,
04102022_12_C2_2,3869.799,31.599,COLA,26.266,head frontal PER,Exurban,Andrena,114,115979,
04102022_12_C2_2,3901.398,,COLA,26.266,head frontal PER,Exurban,Andrena,114,116926,
04102022_12_C2_2,3838.201,5.739,COLA,26.266,head side PER,Exurban,Andrena,114,115032,
04102022_12_C2_2,3843.94,,COLA,26.266,head side PER,Exurban,Andrena,114,115204,
04102022_12_C2_2,3860.323,6.54,COLA,26.266,head side PER,Exurban,Andrena,114,115695,
04102022_12_C2_2,3866.863,,COLA,26.266,head side PER,Exurban,Andrena,114,115891,
04102022_12_C2_2,3831.161,72.672,COLA,26.266,land,Exurban,Andrena,114,114821,
04102022_12_C2_2,3903.833,,COLA,26.266,leave,Exurban,Andrena,114,116999,
04102022_12_C2_2,3835.832,2.369,COLA,26.266,pollinator combo,Exurban,Andrena,114,114961,
04102022_12_C2_2,3838.201,,COLA,26.266,pollinator combo,Exurban,Andrena,114,115032,
04102022_12_C2_2,3866.863,1.401,COLA,26.266,unclear,Exurban,Andrena,114,115891,
04102022_12_C2_2,3868.264,,COLA,26.266,unclear,Exurban,Andrena,114,115933,
04122022_124_C9_1,3620.083,2.703,EarthDance,22.573,anther contact,Exurban,Andrena,141,108495,
04122022_124_C9_1,3622.786,,EarthDance,22.573,anther contact,Exurban,Andrena,141,108576,
04122022_124_C9_1,3624.154,1.401,EarthDance,22.573,anther contact,Exurban,Andrena,141,108617,
04122022_124_C9_1,3625.555,,EarthDance,22.573,anther contact,Exurban,Andrena,141,108659,
04122022_124_C9_1,3626.656,8.409,EarthDance,22.573,anther contact,Exurban,Andrena,141,108692,
04122022_124_C9_1,3635.065,,EarthDance,22.573,anther contact,Exurban,Andrena,141,108944,
04122022_124_C9_1,3625.555,1.101,EarthDance,22.573,head frontal PER,Exurban,Andrena,141,108659,
04122022_124_C9_1,3626.656,,EarthDance,22.573,head frontal PER,Exurban,Andrena,141,108692,
04122022_124_C9_1,3617.881,17.551,EarthDance,22.573,land,Exurban,Andrena,141,108429,
04122022_124_C9_1,3635.432,,EarthDance,22.573,leave,Exurban,Andrena,141,108955,
04122022_124_C9_1,3622.786,1.368,EarthDance,22.573,rubbing face,Exurban,Andrena,141,108576,
04122022_124_C9_1,3624.154,,EarthDance,22.573,rubbing face,Exurban,Andrena,141,108617,
04122022_124_C9_1,3618.048,0.867,EarthDance,22.573,unclear,Exurban,Andrena,141,108434,
04122022_124_C9_1,3618.915,,EarthDance,22.573,unclear,Exurban,Andrena,141,108460,
04122022_24_C3_1,6072.967,3.07,SLU,65.183,land,Urban,Andrena,145,182008,
04122022_24_C3_1,6076.037,,SLU,65.183,leave,Urban,Andrena,145,182100,
04122022_24_C3_1,6072.967,1.101,SLU,65.183,unclear,Urban,Andrena,145,182008,
04122022_24_C3_1,6074.068,,SLU,65.183,unclear,Urban,Andrena,145,182041,
04122022_24_C3_1,6075.236,0.767,SLU,65.183,unclear,Urban,Andrena,145,182076,
04122022_24_C3_1,6076.003,,SLU,65.183,unclear,Urban,Andrena,145,182099,
04122022_28_C4_1,2781.178,0.034,EarthDance,22.573,anther contact,Exurban,Andrena,150,83353,
04122022_28_C4_1,2781.212,,EarthDance,22.573,anther contact,Exurban,Andrena,150,83354,
04122022_28_C4_1,2785.683,2.169,EarthDance,22.573,anther contact,Exurban,Andrena,150,83488,
04122022_28_C4_1,2787.852,,EarthDance,22.573,anther contact,Exurban,Andrena,150,83553,
04122022_28_C4_1,2788.686,0.033,EarthDance,22.573,anther contact,Exurban,Andrena,150,83578,
04122022_28_C4_1,2788.719,,EarthDance,22.573,anther contact,Exurban,Andrena,150,83579,
04122022_28_C4_1,2787.852,0.834,EarthDance,22.573,head frontal PER,Exurban,Andrena,150,83553,
04122022_28_C4_1,2788.686,,EarthDance,22.573,head frontal PER,Exurban,Andrena,150,83578,
04122022_28_C4_1,2781.178,7.608,EarthDance,22.573,land,Exurban,Andrena,150,83353,
04122022_28_C4_1,2788.786,,EarthDance,22.573,leave,Exurban,Andrena,150,83581,
04122022_28_C4_1,2781.779,0.901,EarthDance,22.573,scraping,Exurban,Andrena,150,83371,
04122022_28_C4_1,2782.68,,EarthDance,22.573,scraping,Exurban,Andrena,150,83398,
04122022_28_C4_1,2781.212,0.534,EarthDance,22.573,unclear,Exurban,Andrena,150,83354,
04122022_28_C4_1,2781.746,,EarthDance,22.573,unclear,Exurban,Andrena,150,83370,
04122022_28_C4_1,2782.713,2.937,EarthDance,22.573,unclear,Exurban,Andrena,150,83399,
04122022_28_C4_1,2785.65,,EarthDance,22.573,unclear,Exurban,Andrena,150,83487,
04192022_194_C7_1,4544.407,21.454,Florissant,38.898,land,Suburban,Andrena,193,136197,
04192022_194_C7_1,4565.861,,Florissant,38.898,leave,Suburban,Andrena,193,136840,
04192022_194_C7_1,4549.412,16.383,Florissant,38.898,stay,Suburban,Andrena,193,136347,
04192022_194_C7_1,4565.795,,Florissant,38.898,stay,Suburban,Andrena,193,136838,
04212022_148_C4_1,3840.47,0.901,HLS,29.329,anther contact,Suburban,Andrena,207,115100,
04212022_148_C4_1,3841.371,,HLS,29.329,anther contact,Suburban,Andrena,207,115127,
04212022_148_C4_1,3845.375,0.767,HLS,29.329,anther contact,Suburban,Andrena,207,115247,
04212022_148_C4_1,3846.142,,HLS,29.329,anther contact,Suburban,Andrena,207,115270,
04212022_148_C4_1,3847.077,2.035,HLS,29.329,anther contact,Suburban,Andrena,207,115298,
04212022_148_C4_1,3849.112,,HLS,29.329,anther contact,Suburban,Andrena,207,115359,
04212022_148_C4_1,3846.142,0.935,HLS,29.329,head frontal PER,Suburban,Andrena,207,115270,
04212022_148_C4_1,3847.077,,HLS,29.329,head frontal PER,Suburban,Andrena,207,115298,
04212022_148_C4_1,3841.371,4.004,HLS,29.329,head side PER,Suburban,Andrena,207,115127,
04212022_148_C4_1,3845.375,,HLS,29.329,head side PER,Suburban,Andrena,207,115247,
04212022_148_C4_1,3838.735,10.377,HLS,29.329,land,Suburban,Andrena,207,115048,
04212022_148_C4_1,3849.112,,HLS,29.329,leave,Suburban,Andrena,207,115359,
04222022_226_C1,2087.319,0.8,COLA,26.266,anther contact,Exurban,Andrena,211,62558,can't see if it has facial fovea
04222022_226_C1,2088.119,,COLA,26.266,anther contact,Exurban,Andrena,211,62582,can't see if it has facial fovea
04222022_226_C1,2092.924,1.168,COLA,26.266,anther contact,Exurban,Andrena,211,62726,can't see if it has facial fovea
04222022_226_C1,2094.092,,COLA,26.266,anther contact,Exurban,Andrena,211,62761,can't see if it has facial fovea
04222022_226_C1,2095.827,0.534,COLA,26.266,anther contact,Exurban,Andrena,211,62813,can't see if it has facial fovea
04222022_226_C1,2096.361,,COLA,26.266,anther contact,Exurban,Andrena,211,62829,can't see if it has facial fovea
04222022_226_C1,2097.495,0.768,COLA,26.266,anther contact,Exurban,Andrena,211,62863,can't see if it has facial fovea
04222022_226_C1,2098.263,,COLA,26.266,anther contact,Exurban,Andrena,211,62886,can't see if it has facial fovea
04222022_226_C1,2088.119,4.805,COLA,26.266,head frontal PER,Exurban,Andrena,211,62582,can't see if it has facial fovea
04222022_226_C1,2092.924,,COLA,26.266,head frontal PER,Exurban,Andrena,211,62726,can't see if it has facial fovea
04222022_226_C1,2094.092,1.735,COLA,26.266,head frontal PER,Exurban,Andrena,211,62761,can't see if it has facial fovea
04222022_226_C1,2095.827,,COLA,26.266,head frontal PER,Exurban,Andrena,211,62813,can't see if it has facial fovea
04222022_226_C1,2096.361,1.134,COLA,26.266,head side PER,Exurban,Andrena,211,62829,can't see if it has facial fovea
04222022_226_C1,2097.495,,COLA,26.266,head side PER,Exurban,Andrena,211,62863,can't see if it has facial fovea
04222022_226_C1,2084.349,13.914,COLA,26.266,land,Exurban,Andrena,211,62469,can't see if it has facial fovea
04222022_226_C1,2098.263,,COLA,26.266,leave,Exurban,Andrena,211,62886,can't see if it has facial fovea
04272022_252_C10_1,361.795,0.267,Rustic Roots,16.489,anther contact,Exurban,Andrena,244,10844,
04272022_252_C10_1,362.062,,Rustic Roots,16.489,anther contact,Exurban,Andrena,244,10852,
04272022_252_C10_1,368.568,0.334,Rustic Roots,16.489,anther contact,Exurban,Andrena,244,11047,
04272022_252_C10_1,368.902,,Rustic Roots,16.489,anther contact,Exurban,Andrena,244,11057,
04272022_252_C10_1,369.202,1.168,Rustic Roots,16.489,anther contact,Exurban,Andrena,244,11066,
04272022_252_C10_1,370.37,,Rustic Roots,16.489,anther contact,Exurban,Andrena,244,11101,
04272022_252_C10_1,391.625,0.8,Rustic Roots,16.489,anther contact,Exurban,Andrena,244,11738,
04272022_252_C10_1,392.425,,Rustic Roots,16.489,anther contact,Exurban,Andrena,244,11762,
04272022_252_C10_1,394.461,2.769,Rustic Roots,16.489,anther contact,Exurban,Andrena,244,11823,
04272022_252_C10_1,397.23,,Rustic Roots,16.489,anther contact,Exurban,Andrena,244,11906,
04272022_252_C10_1,362.062,6.373,Rustic Roots,16.489,head frontal PER,Exurban,Andrena,244,10852,
04272022_252_C10_1,368.435,,Rustic Roots,16.489,head frontal PER,Exurban,Andrena,244,11043,
04272022_252_C10_1,392.492,1.902,Rustic Roots,16.489,head frontal PER,Exurban,Andrena,244,11764,
04272022_252_C10_1,394.394,,Rustic Roots,16.489,head frontal PER,Exurban,Andrena,244,11821,
04272022_252_C10_1,390.857,0.768,Rustic Roots,16.489,head side PER,Exurban,Andrena,244,11715,
04272022_252_C10_1,391.625,,Rustic Roots,16.489,head side PER,Exurban,Andrena,244,11738,
04272022_252_C10_1,356.089,43.343,Rustic Roots,16.489,land,Exurban,Andrena,244,10673,
04272022_252_C10_1,399.432,,Rustic Roots,16.489,leave,Exurban,Andrena,244,11972,
04272022_252_C10_1,386.052,4.805,Rustic Roots,16.489,pollinator combo,Exurban,Andrena,244,11571,
04272022_252_C10_1,390.857,,Rustic Roots,16.489,pollinator combo,Exurban,Andrena,244,11715,
04272022_252_C10_1,368.902,0.3,Rustic Roots,16.489,scraping,Exurban,Andrena,244,11057,
04272022_252_C10_1,369.202,,Rustic Roots,16.489,scraping,Exurban,Andrena,244,11066,
04272022_252_C10_1,370.437,0.066,Rustic Roots,16.489,scraping,Exurban,Andrena,244,11103,
04272022_252_C10_1,370.503,,Rustic Roots,16.489,scraping,Exurban,Andrena,244,11105,
04272022_252_C10_1,379.946,6.106,Rustic Roots,16.489,scraping,Exurban,Andrena,244,11388,
04272022_252_C10_1,386.052,,Rustic Roots,16.489,scraping,Exurban,Andrena,244,11571,
04272022_252_C10_1,356.389,3.604,Rustic Roots,16.489,unclear,Exurban,Andrena,244,10682,
04272022_252_C10_1,359.993,,Rustic Roots,16.489,unclear,Exurban,Andrena,244,10790,
04272022_252_C10_1,370.503,9.41,Rustic Roots,16.489,unclear,Exurban,Andrena,244,11105,
04272022_252_C10_1,379.913,,Rustic Roots,16.489,unclear,Exurban,Andrena,244,11387,
04272022_252_C10_1,1660.325,0.267,Rustic Roots,16.489,anther contact,Exurban,Andrena,245,49761,
04272022_252_C10_1,1660.592,,Rustic Roots,16.489,anther contact,Exurban,Andrena,245,49769,
04272022_252_C10_1,1665.33,0.534,Rustic Roots,16.489,anther contact,Exurban,Andrena,245,49911,
04272022_252_C10_1,1665.864,,Rustic Roots,16.489,anther contact,Exurban,Andrena,245,49927,
04272022_252_C10_1,1667.866,0.601,Rustic Roots,16.489,anther contact,Exurban,Andrena,245,49987,
04272022_252_C10_1,1668.467,,Rustic Roots,16.489,anther contact,Exurban,Andrena,245,50005,
04272022_252_C10_1,1677.075,0.267,Rustic Roots,16.489,anther contact,Exurban,Andrena,245,50263,
04272022_252_C10_1,1677.342,,Rustic Roots,16.489,anther contact,Exurban,Andrena,245,50271,
04272022_252_C10_1,1678.777,0.2,Rustic Roots,16.489,anther contact,Exurban,Andrena,245,50314,
04272022_252_C10_1,1678.977,,Rustic Roots,16.489,anther contact,Exurban,Andrena,245,50320,
04272022_252_C10_1,1660.626,4.671,Rustic Roots,16.489,head frontal PER,Exurban,Andrena,245,49770,
04272022_252_C10_1,1665.297,,Rustic Roots,16.489,head frontal PER,Exurban,Andrena,245,49910,
04272022_252_C10_1,1665.864,1.935,Rustic Roots,16.489,head side PER,Exurban,Andrena,245,49927,
04272022_252_C10_1,1667.799,,Rustic Roots,16.489,head side PER,Exurban,Andrena,245,49985,
04272022_252_C10_1,1677.376,1.401,Rustic Roots,16.489,head side PER,Exurban,Andrena,245,50272,
04272022_252_C10_1,1678.777,,Rustic Roots,16.489,head side PER,Exurban,Andrena,245,50314,
04272022_252_C10_1,1659.124,19.92,Rustic Roots,16.489,land,Exurban,Andrena,245,49725,
04272022_252_C10_1,1679.044,,Rustic Roots,16.489,leave,Exurban,Andrena,245,50322,
04272022_252_C10_1,1668.901,8.174,Rustic Roots,16.489,unclear,Exurban,Andrena,245,50018,
04272022_252_C10_1,1677.075,,Rustic Roots,16.489,unclear,Exurban,Andrena,245,50263,
04272022_252_C10_1,2511.776,1.969,Rustic Roots,16.489,land,Exurban,Andrena,247,75279,landed on petal and did not exhibit any pollen gathering behaviors
04272022_252_C10_1,2513.745,,Rustic Roots,16.489,leave,Exurban,Andrena,247,75338,landed on petal and did not exhibit any pollen gathering behaviors
04272022_252_C10_1,3371.268,0.367,Rustic Roots,16.489,anther contact,Exurban,Andrena,248,101038,
04272022_252_C10_1,3371.635,,Rustic Roots,16.489,anther contact,Exurban,Andrena,248,101049,
04272022_252_C10_1,3376.607,0.8,Rustic Roots,16.489,anther contact,Exurban,Andrena,248,101198,
04272022_252_C10_1,3377.407,,Rustic Roots,16.489,anther contact,Exurban,Andrena,248,101222,
04272022_252_C10_1,3371.635,4.905,Rustic Roots,16.489,head frontal PER,Exurban,Andrena,248,101049,
04272022_252_C10_1,3376.54,,Rustic Roots,16.489,head frontal PER,Exurban,Andrena,248,101196,
04272022_252_C10_1,3378.141,11.278,Rustic Roots,16.489,head side PER,Exurban,Andrena,248,101244,
04272022_252_C10_1,3389.419,,Rustic Roots,16.489,head side PER,Exurban,Andrena,248,101582,
04272022_252_C10_1,3370.334,21.621,Rustic Roots,16.489,land,Exurban,Andrena,248,101010,
04272022_252_C10_1,3391.955,,Rustic Roots,16.489,leave,Exurban,Andrena,248,101658,
04272022_252_C10_1,5309.437,0.267,Rustic Roots,16.489,anther contact,Exurban,Andrena,251,159125,
04272022_252_C10_1,5309.704,,Rustic Roots,16.489,anther contact,Exurban,Andrena,251,159133,
04272022_252_C10_1,5322.25,0.467,Rustic Roots,16.489,anther contact,Exurban,Andrena,251,159509,
04272022_252_C10_1,5322.717,,Rustic Roots,16.489,anther contact,Exurban,Andrena,251,159523,
04272022_252_C10_1,5326.588,0.701,Rustic Roots,16.489,anther contact,Exurban,Andrena,251,159639,
04272022_252_C10_1,5327.289,,Rustic Roots,16.489,anther contact,Exurban,Andrena,251,159660,
04272022_252_C10_1,5317.579,4.638,Rustic Roots,16.489,head frontal PER,Exurban,Andrena,251,159369,
04272022_252_C10_1,5322.217,,Rustic Roots,16.489,head frontal PER,Exurban,Andrena,251,159508,
04272022_252_C10_1,5309.704,7.875,Rustic Roots,16.489,head side PER,Exurban,Andrena,251,159133,
04272022_252_C10_1,5317.579,,Rustic Roots,16.489,head side PER,Exurban,Andrena,251,159369,
04272022_252_C10_1,5322.717,3.737,Rustic Roots,16.489,head side PER,Exurban,Andrena,251,159523,
04272022_252_C10_1,5326.454,,Rustic Roots,16.489,head side PER,Exurban,Andrena,251,159635,
04272022_252_C10_1,5307.269,20.387,Rustic Roots,16.489,land,Exurban,Andrena,251,159060,"long skinny legs, mostly black and not very hairy.. believe to be Megachiladae family? ID help"
04272022_252_C10_1,5327.656,,Rustic Roots,16.489,leave,Exurban,Andrena,251,159671,
04272022_252_C10_1,5310.672,1.535,Rustic Roots,16.489,unclear,Exurban,Andrena,251,159162,
04272022_252_C10_1,5312.207,,Rustic Roots,16.489,unclear,Exurban,Andrena,251,159208,
04292022_116_C6_1,5419.214,0.3,Carondelet,54.085,anther contact,Urban,Andrena,329,162415,
04292022_116_C6_1,5419.514,,Carondelet,54.085,anther contact,Urban,Andrena,329,162424,
04292022_116_C6_1,5420.282,0.5,Carondelet,54.085,anther contact,Urban,Andrena,329,162447,
04292022_116_C6_1,5420.782,,Carondelet,54.085,anther contact,Urban,Andrena,329,162462,
04292022_116_C6_1,5419.514,0.768,Carondelet,54.085,head frontal PER,Urban,Andrena,329,162424,
04292022_116_C6_1,5420.282,,Carondelet,54.085,head frontal PER,Urban,Andrena,329,162447,
04292022_116_C6_1,5418.513,2.302,Carondelet,54.085,land,Urban,Andrena,329,162394,
04292022_116_C6_1,5420.815,,Carondelet,54.085,leave,Urban,Andrena,329,162463,
04292022_116_C6_1,5418.513,0.701,Carondelet,54.085,unclear,Urban,Andrena,329,162394,
04292022_116_C6_1,5419.214,,Carondelet,54.085,unclear,Urban,Andrena,329,162415,
04292022_116_C6_1,5435.797,0.567,Carondelet,54.085,anther contact,Urban,Andrena,330,162912,
04292022_116_C6_1,5436.364,,Carondelet,54.085,anther contact,Urban,Andrena,330,162929,
04292022_116_C6_1,5457.352,1.868,Carondelet,54.085,anther contact,Urban,Andrena,330,163558,
04292022_116_C6_1,5459.22,,Carondelet,54.085,anther contact,Urban,Andrena,330,163614,
04292022_116_C6_1,5462.924,1.602,Carondelet,54.085,anther contact,Urban,Andrena,330,163725,
04292022_116_C6_1,5464.526,,Carondelet,54.085,anther contact,Urban,Andrena,330,163773,
04292022_116_C6_1,5436.364,7.975,Carondelet,54.085,head frontal PER,Urban,Andrena,330,162929,
04292022_116_C6_1,5444.339,,Carondelet,54.085,head frontal PER,Urban,Andrena,330,163168,
04292022_116_C6_1,5461.856,1.068,Carondelet,54.085,head frontal PER,Urban,Andrena,330,163693,
04292022_116_C6_1,5462.924,,Carondelet,54.085,head frontal PER,Urban,Andrena,330,163725,
04292022_116_C6_1,5452.58,4.772,Carondelet,54.085,head side PER,Urban,Andrena,330,163415,
04292022_116_C6_1,5457.352,,Carondelet,54.085,head side PER,Urban,Andrena,330,163558,
04292022_116_C6_1,5434.796,29.796,Carondelet,54.085,land,Urban,Andrena,330,162882,
04292022_116_C6_1,5464.592,,Carondelet,54.085,leave,Urban,Andrena,330,163775,
04292022_116_C6_1,5444.94,7.64,Carondelet,54.085,scraping,Urban,Andrena,330,163186,
04292022_116_C6_1,5452.58,,Carondelet,54.085,scraping,Urban,Andrena,330,163415,
04292022_116_C6_1,5459.22,2.636,Carondelet,54.085,scraping,Urban,Andrena,330,163614,
04292022_116_C6_1,5461.856,,Carondelet,54.085,scraping,Urban,Andrena,330,163693,
04292022_116_C6_1,5965.593,0.701,Carondelet,54.085,anther contact,Urban,Andrena,335,178790,
04292022_116_C6_1,5966.294,,Carondelet,54.085,anther contact,Urban,Andrena,335,178811,
04292022_116_C6_1,5970.798,0.534,Carondelet,54.085,anther contact,Urban,Andrena,335,178946,
04292022_116_C6_1,5971.332,,Carondelet,54.085,anther contact,Urban,Andrena,335,178962,
04292022_116_C6_1,5966.294,4.504,Carondelet,54.085,head frontal PER,Urban,Andrena,335,178811,
04292022_116_C6_1,5970.798,,Carondelet,54.085,head frontal PER,Urban,Andrena,335,178946,
04292022_116_C6_1,5964.358,7.007,Carondelet,54.085,land,Urban,Andrena,335,178753,
04292022_116_C6_1,5971.365,,Carondelet,54.085,leave,Urban,Andrena,335,178963,
04292022_118_C3_1,4205.201,0.2,Carondelet,54.085,anther contact,Urban,Andrena,353,126030,
04292022_118_C3_1,4205.401,,Carondelet,54.085,anther contact,Urban,Andrena,353,126036,
04292022_118_C3_1,4205.802,0.901,Carondelet,54.085,anther contact,Urban,Andrena,353,126048,
04292022_118_C3_1,4206.703,,Carondelet,54.085,anther contact,Urban,Andrena,353,126075,
04292022_118_C3_1,4192.388,14.381,Carondelet,54.085,land,Urban,Andrena,353,125646,
04292022_118_C3_1,4206.769,,Carondelet,54.085,leave,Urban,Andrena,353,126077,
04292022_118_C3_1,4197.694,2.268,Carondelet,54.085,scraping,Urban,Andrena,353,125805,
04292022_118_C3_1,4199.962,,Carondelet,54.085,scraping,Urban,Andrena,353,125873,
04292022_118_C3_1,4200.53,0.433,Carondelet,54.085,scraping,Urban,Andrena,353,125890,
04292022_118_C3_1,4200.963,,Carondelet,54.085,scraping,Urban,Andrena,353,125903,
04292022_118_C3_1,4192.388,5.306,Carondelet,54.085,unclear,Urban,Andrena,353,125646,
04292022_118_C3_1,4197.694,,Carondelet,54.085,unclear,Urban,Andrena,353,125805,
04292022_118_C3_1,4199.962,0.568,Carondelet,54.085,unclear,Urban,Andrena,353,125873,
04292022_118_C3_1,4200.53,,Carondelet,54.085,unclear,Urban,Andrena,353,125890,
04292022_118_C3_1,4200.963,2.837,Carondelet,54.085,unclear,Urban,Andrena,353,125903,
04292022_118_C3_1,4203.8,,Carondelet,54.085,unclear,Urban,Andrena,353,125988,
04292022_118_C3_1,4911.707,0.333,Carondelet,54.085,anther contact,Urban,Andrena,355,147204,
04292022_118_C3_1,4912.04,,Carondelet,54.085,anther contact,Urban,Andrena,355,147214,
04292022_118_C3_1,4919.515,1.034,Carondelet,54.085,anther contact,Urban,Andrena,355,147438,
04292022_118_C3_1,4920.549,,Carondelet,54.085,anther contact,Urban,Andrena,355,147469,
04292022_118_C3_1,4923.385,1.001,Carondelet,54.085,anther contact,Urban,Andrena,355,147554,
04292022_118_C3_1,4924.386,,Carondelet,54.085,anther contact,Urban,Andrena,355,147584,
04292022_118_C3_1,4914.376,0.467,Carondelet,54.085,head frontal PER,Urban,Andrena,355,147284,
04292022_118_C3_1,4914.843,,Carondelet,54.085,head frontal PER,Urban,Andrena,355,147298,
04292022_118_C3_1,4915.277,4.238,Carondelet,54.085,head frontal PER,Urban,Andrena,355,147311,
04292022_118_C3_1,4919.515,,Carondelet,54.085,head frontal PER,Urban,Andrena,355,147438,
04292022_118_C3_1,4920.549,2.836,Carondelet,54.085,head frontal PER,Urban,Andrena,355,147469,
04292022_118_C3_1,4923.385,,Carondelet,54.085,head frontal PER,Urban,Andrena,355,147554,
04292022_118_C3_1,4911.707,15.716,Carondelet,54.085,land,Urban,Andrena,355,147204,
04292022_118_C3_1,4927.423,,Carondelet,54.085,leave,Urban,Andrena,355,147675,
04292022_118_C3_1,4912.04,2.336,Carondelet,54.085,unclear,Urban,Andrena,355,147214,
04292022_118_C3_1,4914.376,,Carondelet,54.085,unclear,Urban,Andrena,355,147284,
04292022_118_C3_1,4914.843,0.434,Carondelet,54.085,unclear,Urban,Andrena,355,147298,
04292022_118_C3_1,4915.277,,Carondelet,54.085,unclear,Urban,Andrena,355,147311,
04292022_118_C3_1,4925.053,2.37,Carondelet,54.085,unclear,Urban,Andrena,355,147604,
04292022_118_C3_1,4927.423,,Carondelet,54.085,unclear,Urban,Andrena,355,147675,
04042022_164_C8_1,3845.675,2.836,Kellogg,57.649,land,Suburban,Apis mellifera,80,115256,lands on back of petal and then leaves shortly after
04042022_164_C8_1,3848.511,,Kellogg,57.649,leave,Suburban,Apis mellifera,80,115341,lands on back of petal and then leaves shortly after
04042022_164_C8_1,6657.384,0.367,Kellogg,57.649,anther contact,Suburban,Apis mellifera,81,199523,listed as solitary bee but it is honey bee
04042022_164_C8_1,6657.751,,Kellogg,57.649,anther contact,Suburban,Apis mellifera,81,199534,listed as solitary bee but it is honey bee
04042022_164_C8_1,6671.632,1.468,Kellogg,57.649,anther contact,Suburban,Apis mellifera,81,199950,listed as solitary bee but it is honey bee
04042022_164_C8_1,6673.1,,Kellogg,57.649,anther contact,Suburban,Apis mellifera,81,199994,listed as solitary bee but it is honey bee
04042022_164_C8_1,6689.65,1.801,Kellogg,57.649,anther contact,Suburban,Apis mellifera,81,200490,listed as solitary bee but it is honey bee
04042022_164_C8_1,6691.451,,Kellogg,57.649,anther contact,Suburban,Apis mellifera,81,200544,listed as solitary bee but it is honey bee
04042022_164_C8_1,6673.1,16.55,Kellogg,57.649,head frontal PER,Suburban,Apis mellifera,81,199994,listed as solitary bee but it is honey bee
04042022_164_C8_1,6689.65,,Kellogg,57.649,head frontal PER,Suburban,Apis mellifera,81,200490,listed as solitary bee but it is honey bee
04042022_164_C8_1,6657.751,13.881,Kellogg,57.649,head side PER,Suburban,Apis mellifera,81,199534,listed as solitary bee but it is honey bee
04042022_164_C8_1,6671.632,,Kellogg,57.649,head side PER,Suburban,Apis mellifera,81,199950,listed as solitary bee but it is honey bee
